Epoch,class,precision,recall,fscore,support
2,0,0.0,0.0,0.0,148.0
2,1,0.05,0.0085,0.014499999999999999,129.0
2,2,0.3255,0.8765000000000003,0.46849999999999997,197.0
2,3,0.29,0.16799999999999998,0.1955,166.0
2,Micro Avg,0.31950000000000006,0.31950000000000006,0.31950000000000006,640.0
2,Macro Avg,0.1665,0.264,0.171,640.0
2,weighted avg ,0.203,0.31950000000000006,0.2105,640.0
Epoch,class,precision,recall,fscore,support
3,0,0.0,0.0,0.0,266.0
3,1,0.09210526315789473,0.02131578947368421,0.033947368421052636,237.0
3,2,0.3163157894736843,0.8839473684210527,0.460263157894737,366.0
3,3,0.34,0.16973684210526319,0.21026315789473682,347.0
3,Micro Avg,0.3202631578947369,0.3202631578947369,0.3202631578947369,1216.0
3,Macro Avg,0.18684210526315786,0.26973684210526316,0.1768421052631579,1216.0
3,weighted avg ,0.22157894736842104,0.3202631578947369,0.21368421052631578,1216.0
Epoch,class,precision,recall,fscore,support
4,0,0.0,0.0,0.0,410.0
4,1,0.08035714285714286,0.018035714285714287,0.028928571428571432,345.0
4,2,0.31517857142857153,0.8928571428571429,0.4598214285714287,534.0
4,3,0.32999999999999996,0.16714285714285718,0.2075,503.0
4,Micro Avg,0.3189285714285715,0.3189285714285715,0.3189285714285715,1792.0
4,Macro Avg,0.1814285714285714,0.27035714285714285,0.17464285714285713,1792.0
4,weighted avg ,0.21767857142857136,0.3189285714285715,0.21142857142857135,1792.0
Epoch,class,precision,recall,fscore,support
5,0,0.0,0.0,0.0,547.0
5,1,0.08783783783783784,0.016081081081081083,0.02635135135135135,456.0
5,2,0.3144594594594595,0.8916216216216217,0.4595945945945947,706.0
5,3,0.3289189189189188,0.1698648648648649,0.2112162162162162,659.0
5,Micro Avg,0.3187837837837838,0.3187837837837838,0.3187837837837838,2368.0
5,Macro Avg,0.1827027027027027,0.27,0.17486486486486488,2368.0
5,weighted avg ,0.2205405405405405,0.3187837837837838,0.2109459459459459,2368.0
Epoch,class,precision,recall,fscore,support
6,0,0.0,0.0,0.0,673.0
6,1,0.10326086956521739,0.01847826086956522,0.030543478260869564,575.0
6,2,0.3155434782608697,0.8952173913043479,0.46054347826086967,880.0
6,3,0.32739130434782593,0.17010869565217393,0.21184782608695638,816.0
6,Micro Avg,0.32173913043478264,0.32173913043478264,0.32173913043478264,2944.0
6,Macro Avg,0.18619565217391304,0.27141304347826095,0.17630434782608698,2944.0
6,weighted avg ,0.22423913043478255,0.32173913043478264,0.2140217391304347,2944.0
Epoch,class,precision,recall,fscore,support
7,0,0.0,0.0,0.0,807.0
7,1,0.08636363636363636,0.015454545454545457,0.025545454545454545,689.0
7,2,0.3146363636363638,0.8931818181818181,0.458909090909091,1052.0
7,3,0.32290909090909076,0.17018181818181824,0.21127272727272708,972.0
7,Micro Avg,0.3196363636363639,0.3196363636363639,0.3196363636363639,3520.0
7,Macro Avg,0.1805454545454545,0.2701818181818183,0.17445454545454545,3520.0
7,weighted avg ,0.21845454545454543,0.3196363636363639,0.2119090909090908,3520.0
Epoch,class,precision,recall,fscore,support
8,0,0.0,0.0,0.0,926.0
8,1,0.08203125,0.014218750000000002,0.023671875000000002,782.0
8,2,0.31929687500000015,0.8973437499999999,0.46414062500000014,1240.0
8,3,0.32687499999999986,0.16953125000000002,0.2105468749999998,1148.0
8,Micro Avg,0.32359375000000024,0.32359375000000024,0.32359375000000024,4096.0
8,Macro Avg,0.181796875,0.270546875,0.17492187500000006,4096.0
8,weighted avg ,0.22281249999999994,0.32359375000000024,0.215234375,4096.0
Epoch,class,precision,recall,fscore,support
9,0,0.0,0.0,0.0,1062.0
9,1,0.09931506849315068,0.017739726027397266,0.029520547945205484,896.0
9,2,0.31671232876712335,0.8902739726027394,0.4605479452054797,1412.0
9,3,0.31931506849315056,0.16664383561643833,0.20739726027397234,1302.0
9,Micro Avg,0.3204794520547948,0.3204794520547948,0.3204794520547948,4672.0
9,Macro Avg,0.18349315068493147,0.26897260273972606,0.1747260273972603,4672.0
9,weighted avg ,0.22041095890410953,0.3204794520547948,0.21294520547945206,4672.0
Epoch,class,precision,recall,fscore,support
10,0,0.0,0.0,0.0,1192.0
10,1,0.09451219512195122,0.016463414634146346,0.027500000000000004,1006.0
10,2,0.3178048780487805,0.8934146341463415,0.4623170731707322,1589.0
10,3,0.31451219512195117,0.16298780487804876,0.20371951219512166,1461.0
10,Micro Avg,0.3208536585365856,0.3208536585365856,0.3208536585365856,5248.0
10,Macro Avg,0.18115853658536582,0.2684756097560976,0.17371951219512197,5248.0
10,weighted avg ,0.21835365853658525,0.3208536585365856,0.2121341463414634,5248.0
Epoch,class,precision,recall,fscore,support
11,0,0.0,0.0,0.0,1324.0
11,1,0.09615384615384616,0.016978021978021982,0.028351648351648356,1116.0
11,2,0.316978021978022,0.8951648351648354,0.4614285714285717,1758.0
11,3,0.3081868131868132,0.16027472527472525,0.20049450549450523,1626.0
11,Micro Avg,0.31928571428571456,0.31928571428571456,0.31928571428571456,5824.0
11,Macro Avg,0.17978021978021974,0.26851648351648344,0.172967032967033,5824.0
11,weighted avg ,0.2156043956043955,0.31928571428571456,0.21038461538461534,5824.0
Epoch,class,precision,recall,fscore,support
12,0,0.0,0.0,0.0,1441.0
12,1,0.1025,0.017850000000000005,0.029900000000000006,1233.0
12,2,0.31815,0.8930000000000003,0.4625500000000003,1942.0
12,3,0.3085,0.16069999999999995,0.20139999999999975,1784.0
12,Micro Avg,0.32050000000000034,0.32050000000000034,0.32050000000000034,6400.0
