Epoch,class,precision,recall,fscore,support
2,0,0.1665,0.025500000000000002,0.044,135.0
2,1,0.1,0.014000000000000002,0.024,127.0
2,2,0.312,0.606,0.4010000000000001,195.0
2,3,0.29700000000000004,0.38099999999999995,0.3235,183.0
2,Micro Avg,0.3025,0.3025,0.3025,640.0
2,Macro Avg,0.21800000000000003,0.2555,0.19799999999999998,640.0
2,weighted avg ,0.265,0.3025,0.2425,640.0
Epoch,class,precision,recall,fscore,support
3,0,0.12710526315789475,0.021842105263157895,0.03684210526315789,258.0
3,1,0.11394736842105263,0.017368421052631578,0.02947368421052631,246.0
3,2,0.3323684210526316,0.6128947368421053,0.4221052631578948,389.0
3,3,0.2792105263157895,0.38421052631578945,0.3139473684210527,323.0
3,Micro Avg,0.3092105263157895,0.3092105263157895,0.3092105263157895,1216.0
3,Macro Avg,0.21263157894736842,0.25921052631578945,0.20000000000000004,1216.0
3,weighted avg ,0.26105263157894726,0.3092105263157895,0.24710526315789474,1216.0
Epoch,class,precision,recall,fscore,support
4,0,0.1457142857142857,0.02910714285714286,0.04571428571428571,387.0
4,1,0.09517857142857143,0.01375,0.02357142857142857,361.0
4,2,0.3189285714285714,0.6080357142857141,0.41,556.0
4,3,0.2939285714285714,0.3823214285714286,0.3221428571428572,488.0
4,Micro Avg,0.3067857142857144,0.3067857142857144,0.3067857142857144,1792.0
4,Macro Avg,0.21339285714285716,0.25875,0.20017857142857146,1792.0
4,weighted avg ,0.26142857142857134,0.3067857142857144,0.24589285714285714,1792.0
Epoch,class,precision,recall,fscore,support
5,0,0.1822972972972973,0.039459459459459466,0.06175675675675676,506.0
5,1,0.08891891891891893,0.01418918918918919,0.023648648648648646,467.0
5,2,0.3205405405405406,0.5997297297297296,0.4095945945945946,745.0
5,3,0.29081081081081056,0.3752702702702701,0.3178378378378378,650.0
5,Micro Avg,0.3068918918918919,0.3068918918918919,0.3068918918918919,2368.0
5,Macro Avg,0.22094594594594597,0.25756756756756755,0.20310810810810814,2368.0
5,weighted avg ,0.2655405405405405,0.3068918918918919,0.24878378378378374,2368.0
Epoch,class,precision,recall,fscore,support
6,0,0.14934782608695651,0.03282608695652174,0.051195652173913045,623.0
6,1,0.08782608695652173,0.014456521739130436,0.024130434782608692,583.0
6,2,0.3191304347826087,0.6115217391304347,0.4106521739130435,918.0
6,3,0.2909782608695649,0.36271739130434755,0.3132608695652173,820.0
6,Micro Avg,0.3042391304347827,0.3042391304347827,0.3042391304347827,2944.0
6,Macro Avg,0.21217391304347832,0.25586956521739135,0.19978260869565223,2944.0
6,weighted avg ,0.25521739130434773,0.3042391304347827,0.2443478260869566,2944.0
Epoch,class,precision,recall,fscore,support
7,0,0.14081818181818181,0.03118181818181819,0.04845454545454546,751.0
7,1,0.08254545454545455,0.013636363636363636,0.022818181818181817,693.0
7,2,0.3179090909090908,0.6080909090909091,0.4089090909090909,1095.0
7,3,0.2983636363636361,0.37236363636363623,0.3196363636363636,981.0
7,Micro Avg,0.30409090909090913,0.30409090909090913,0.30409090909090913,3520.0
7,Macro Avg,0.21036363636363645,0.25672727272727275,0.2000909090909092,3520.0
7,weighted avg ,0.25263636363636355,0.30409090909090913,0.243909090909091,3520.0
Epoch,class,precision,recall,fscore,support
8,0,0.12359375,0.027421875000000005,0.04265625,885.0
8,1,0.08265625,0.015078125000000001,0.024765625,800.0
8,2,0.31875,0.61265625,0.41023437500000004,1278.0
8,3,0.28890624999999986,0.36257812499999986,0.3103906249999999,1133.0
8,Micro Avg,0.30164062500000005,0.30164062500000005,0.30164062500000005,4096.0
8,Macro Avg,0.2038281250000001,0.25476562500000005,0.1971093750000001,4096.0
8,weighted avg ,0.24609374999999986,0.30164062500000005,0.24070312500000005,4096.0
Epoch,class,precision,recall,fscore,support
9,0,0.1152054794520548,0.0252054794520548,0.039383561643835614,1009.0
9,1,0.07246575342465754,0.013219178082191783,0.021712328767123288,908.0
9,2,0.31219178082191773,0.6023972602739728,0.40212328767123284,1447.0
9,3,0.29205479452054783,0.366986301369863,0.31431506849315066,1308.0
9,Micro Avg,0.29849315068493154,0.29849315068493154,0.29849315068493154,4672.0
9,Macro Avg,0.1982876712328768,0.2523287671232878,0.19445205479452063,4672.0
9,weighted avg ,0.2396575342465752,0.29849315068493154,0.23753424657534242,4672.0
Epoch,class,precision,recall,fscore,support
10,0,0.11268292682926827,0.02554878048780488,0.03975609756097561,1148.0
10,1,0.08280487804878049,0.015243902439024393,0.025121951219512197,1018.0
10,2,0.31170731707317073,0.6021951219512195,0.4015243902439025,1611.0
10,3,0.2867073170731707,0.3618292682926829,0.30908536585365853,1471.0
10,Micro Avg,0.29658536585365863,0.29658536585365863,0.29658536585365863,5248.0
10,Macro Avg,0.1989024390243903,0.2515853658536586,0.1940853658536586,5248.0
10,weighted avg ,0.23896341463414617,0.29658536585365863,0.23634146341463408,5248.0
Epoch,class,precision,recall,fscore,support
11,0,0.11115384615384613,0.025494505494505496,0.03934065934065934,1275.0
11,1,0.07461538461538461,0.01373626373626374,0.02263736263736264,1119.0
11,2,0.31137362637362637,0.600989010989011,0.4013736263736265,1794.0
11,3,0.2826923076923077,0.3554945054945055,0.3046703296703297,1636.0
11,Micro Avg,0.29428571428571443,0.29428571428571443,0.29428571428571443,5824.0
11,Macro Avg,0.19538461538461543,0.24934065934065933,0.19214285714285723,5824.0
11,weighted avg ,0.23483516483516464,0.29428571428571443,0.2339560439560438,5824.0
Epoch,class,precision,recall,fscore,support
12,0,0.11449999999999999,0.027450000000000006,0.04195,1404.0
